total population,black or african american,american indian and alaska native,asian,native hawaiian and other pacific islander,other race,hispanic or latinx,non US citizens,male mean usual hours worked,female mean usual hours worked,unemployed,gini index,male median income past 12 months,female median income past 12 months,male median earnings past 12 months,female median earnings past 12 months,receiving social security income,receiving supplemental security income,received public assistance income,received cash public assistance or food stamps/snap,received retirement income,median household income,median household income - white,median household income - black,median household income - american indian / alaska native,median household income - asian,median household income - other race,median household income - 2 or more races,median household income - hispanic or latinx,median family income,median family income - white,median family income - black,median family income - american indian / alaska native,median family income - asian,median family income - other race,median family income - 2 or more races,median family income - hispanic or latinx,housing units,median year housing unit was built,number of owned homes,households with 0 vehicles available,households with 1 vehicles available,households with 2 vehicles available,households with 3 vehicles available,households with 4+ vehicles available,households with people 65+,married women with birth in past 12 months,unmarried women with birth in past 12 months,per capita income,income quintile means - lowest,income quintile means - second,income quintile means - third,income quintile means - fourth,income quintile means - highest,income quintile means - top 5%,transport to work - car/truck/van,transport to work - public transport,time of departure to work - afternoon,child relationship to householder - foster/not family,educational attainment - no school,primary spoken language at home - english,primary spoken language at home - spanish,primary spoken language at home - chinese,ratio of income to poverty level - < 0.5,number of income earners in family - no earners,number of income earners in family - 1 earner,number of income earners in family - 2 earners,number of income earners in family - 3+ earners,rent paid for non-owned housing units - no rent paid,rent as percentage of income - 50+%,home value of owned/mortgaged housing units - 300k - 400k,home value of owned/mortgaged housing units - 400k - 500k,home value of owned/mortgaged housing units - 500k - 750k,home value of owned/mortgaged housing units - 750k - 1m,monthly housing costs - 3k+,monthly housing costs - no housing cost,computers and internet - computer but no internet,computers and internet - no computer,nativity and citizenship - born in CT,nativity and citizenship - born in other state,nativity and citizenship - born outside US,nativity and citizenship - foreign-born naturalized,nativity and citizenship - foreign-born non-citizen,geographic mobility - no moving,geographic mobility - within county,geographic mobility - from other county in CT,geographic mobility - from other state,geographic mobility - from abroad,work location - in county of residence,work location - outside county of residence,work location - outside CT,household type of homes with children - married,household type of homes with children - cohabitating couple,household type of homes with children - single female,household type of homes with children - single male,school enrollment - nursery/pre-school,school enrollment - kindergarten,school enrollment - grades 1-4,school enrollment - grades 5-8,school enrollment - high school,school enrollment - college,school enrollment - grad school,school enrollment - not enrolled,house heating fuel - electric,house heating fuel - oil,house heating fuel - coal,house heating fuel - wood,house heating fuel - solar,house heating fuel - other,house heating fuel - no fuel used,bedrooms in house - none,bedrooms in house - 1,bedrooms in house - 2,bedrooms in house - 3,bedrooms in house - 4,bedrooms in house - 5+,transport to work - other,time of departure to work - morning,time of departure to work - evening/night,travel time to work - < 20 mins,travel time to work - 21-40 mins,travel time to work - > 40 minns,child relationship to householder - family,educational attainment - K-12 no diploma,educational attainment - high school diploma,educational attainment - some college no degree,educational attainment - college degree,educational attainment - graduate degree,ratio of income to poverty level - 0.51 - 1.0,ratio of income to poverty level - 1.01 - 2.0,ratio of income to poverty level - > 2.0,rent paid for non-owned housing units - < 500,rent paid for non-owned housing units - 500 - 999,rent paid for non-owned housing units - 1000 - 1999,rent paid for non-owned housing units - 2000 - 2999,rent paid for non-owned housing units - 3000+,rent as percentage of income - <15%,rent as percentage of income - 15-29%,rent as percentage of income - 30-49%,home value of owned/mortgaged housing units - < 50k,home value of owned/mortgaged housing units - 50k - 100k,home value of owned/mortgaged housing units - 100k - 200k,home value of owned/mortgaged housing units - 200k - 300k,home value of owned/mortgaged housing units - 1m+,monthly housing costs - < 500,monthly housing costs - 500-1000,monthly housing costs - 1k - 2k,monthly housing costs - 2k - 3k,computers and internet - computer with internet,population at age - < 18 years,population at age - 18 - 49 years,population at age - 50 - 64 years,population at age - 65+ years,school type for high school and below - public school,school type for high school and below - private school,house heating fuel - gas,health insurance coverage - with coverage,health insurance coverage - without coverage,town
3433,51,6,77,9,105,84,70,42.6,36.3,793,0.4284,54306.0,30991.0,53524.0,33571.0,413,16,9,61,244,98409.0,98636.0,,,,,,179167.0,119141.0,119297.0,,,,,,179167.0,1577,1971.0,692,15,345,387,281,176,413,48,7,45399.0,27523.0,58142.0,98483.0,142093.0,292546.0,499694.0,1632,0,131,26,0,3021,14,32,14,85,257,398,147,19,37,358,151,33,29,148,19,64,95,2461,736,29,137,70,2670,63,32,45,32,1002,730,84,253,31,18,38,26,25,123,250,293,97,21,2481,123,757,0,113,0,25,0,0,118,311,760,297,91,66,1509,58,492,744,462,778,47,684,464,735,456,7,58,808,8,51,89,22,7,26,55,59,0,0,150,252,35,56,240,478,263,1045,816,1074,925,618,677,40,186,3407,13,Bethlehem
2799,31,41,112,0,26,62,101,41.7,35.7,1090,0.5179,54973.0,35341.0,61875.0,38708.0,520,18,14,72,358,78125.0,75625.0,,,,,,,101786.0,101429.0,,,,,,,1504,1970.0,599,59,402,472,164,79,534,23,0,53423.0,25233.0,49534.0,76259.0,118742.0,345496.0,815356.0,896,47,51,20,21,2443,40,83,0,142,233,265,22,78,61,206,90,168,63,130,78,60,105,1191,1356,21,130,101,2300,12,26,132,7,945,128,188,134,7,28,7,40,0,76,73,139,166,10,2229,177,729,0,122,6,5,0,21,104,390,655,275,59,163,974,81,643,262,201,365,125,508,288,661,543,6,74,582,0,47,75,20,0,0,55,26,0,5,115,233,76,38,242,517,171,1011,391,819,799,790,179,149,137,2592,128,Kent
10730,198,311,164,17,102,517,317,41.0,34.9,3065,0.4229,39804.0,27328.0,41525.0,27171.0,1790,303,165,749,1170,68750.0,70819.0,60068.0,,,,29258.0,,82744.0,84726.0,,,,,,39293.0,5647,1955.0,1856,482,1349,1788,710,221,1510,32,32,35322.0,13821.0,37837.0,67972.0,105185.0,183012.0,265356.0,4961,101,442,59,160,9941,253,0,50,374,818,1127,355,35,441,152,75,104,0,63,35,240,631,7457,2583,178,195,317,7840,797,486,225,0,3631,1779,180,600,183,91,0,96,123,532,376,513,538,15,8341,508,1763,0,340,0,0,0,139,733,1641,2154,783,197,260,4532,348,2074,1711,1537,1652,600,3145,1415,1880,825,276,178,2170,133,696,736,0,0,274,455,375,118,181,1643,653,24,242,1652,2299,259,3679,1711,4138,2830,2051,1448,192,1939,10232,484,Winchester
3649,8,0,149,0,27,33,150,44.4,35.7,915,0.3726,62601.0,32256.0,72143.0,40893.0,465,43,10,38,329,109688.0,109635.0,,,,,,,114706.0,114632.0,,,,,,,1435,1976.0,826,21,176,639,333,167,475,20,0,45102.0,23370.0,68266.0,111383.0,154753.0,245724.0,338827.0,1699,0,134,0,13,3270,31,8,50,162,304,518,144,0,0,220,74,61,0,47,0,71,56,2482,895,25,97,150,2828,107,38,92,11,876,970,75,368,0,9,30,11,17,87,290,217,179,18,2783,95,977,0,152,10,10,0,6,56,175,873,266,59,96,1565,96,466,612,717,728,144,610,545,924,439,8,80,990,0,0,60,38,0,54,21,23,28,6,203,629,17,30,299,594,366,1209,728,1223,989,709,594,28,92,3584,65,Barkhamsted
3757,226,47,12,8,33,128,8,40.7,35.4,1128,0.342,47917.0,31522.0,62813.0,38406.0,448,144,74,125,343,78684.0,84722.0,,,,,,76217.0,78846.0,83843.0,,,,,,,1454,1978.0,1021,46,334,630,326,110,330,56,0,32254.0,18744.0,49298.0,78715.0,107524.0,155269.0,212581.0,1621,0,175,0,15,3391,93,0,45,248,404,384,128,62,24,146,64,9,0,11,62,95,92,1859,1724,115,51,8,2956,71,0,42,20,735,530,494,286,52,113,37,87,14,191,197,316,134,0,2685,98,1043,0,207,0,17,0,0,30,415,700,297,12,11,1324,133,409,500,723,921,179,912,641,629,208,22,105,992,0,43,73,10,0,17,10,64,23,46,551,419,0,41,295,706,331,1259,921,1441,884,511,794,11,81,3641,98,Sterling
14761,750,506,916,0,29,793,256,43.0,34.8,3451,0.3776,60575.0,37274.0,59638.0,38223.0,1775,103,68,333,1677,94099.0,93872.0,133716.0,160577.0,63839.0,,,89097.0,112930.0,111514.0,,173051.0,101375.0,,160250.0,91250.0,6390,1970.0,3404,54,1564,2804,959,388,1512,176,11,44704.0,32484.0,62058.0,95540.0,134114.0,245155.0,410462.0,7406,96,298,44,34,12777,255,181,17,414,1146,2135,415,66,114,960,131,58,15,236,66,192,256,5707,8170,219,409,256,10541,863,61,295,34,6769,571,498,1340,112,123,81,378,154,518,836,542,537,113,10922,608,4233,0,360,0,49,0,0,107,1277,3014,1746,246,86,6415,875,3520,3181,887,3292,119,2411,2613,3349,2016,83,353,3657,0,195,579,120,0,61,543,176,149,71,1338,2087,0,150,1377,2693,1247,5321,3339,6030,3242,2150,1840,588,519,13614,464,Ledyard
4657,259,148,263,11,25,44,97,40.7,32.8,1166,0.4092,53405.0,24715.0,54181.0,27194.0,636,49,68,162,574,79444.0,79333.0,,,95625.0,,,,90721.0,97566.0,,,,,,,2002,1971.0,1051,36,472,781,357,184,620,20,10,38979.0,18597.0,51028.0,80182.0,117897.0,217993.0,329825.0,2349,7,210,0,1,3980,17,157,51,109,443,587,184,39,58,304,64,41,64,136,39,178,160,2556,1717,37,250,97,3445,316,1,64,0,2136,206,160,344,0,81,19,22,73,198,211,199,146,48,3531,224,1261,0,152,0,17,0,0,127,318,1072,348,137,23,1903,266,908,1172,299,945,210,1042,880,721,405,38,111,1123,8,41,147,35,0,15,47,111,44,53,319,664,7,120,471,808,256,1492,945,1591,1253,868,626,77,176,4499,127,Preston
4112,120,0,250,11,89,178,91,43.9,38.1,968,0.3953,65216.0,41376.0,63542.0,43793.0,566,0,0,26,380,109460.0,114073.0,,,129167.0,,,,128563.0,130882.0,,,133194.0,,,,1839,1982.0,1156,35,254,769,421,182,506,39,0,54368.0,35122.0,76117.0,111352.0,146036.0,306442.0,557597.0,2133,11,133,0,15,3641,122,21,17,192,297,719,125,0,30,420,216,52,10,194,0,71,72,2134,1622,88,177,91,3190,214,35,32,0,1806,475,88,406,0,44,49,18,56,163,216,209,142,69,3082,221,1080,0,120,15,43,0,46,99,210,913,472,99,17,1822,206,421,1178,562,818,94,753,430,1036,687,10,67,1239,0,42,91,19,0,34,80,8,27,80,191,513,0,17,332,668,450,1518,818,1462,1076,756,662,0,182,3802,236,Salem
2906,215,146,36,30,28,114,41,39.2,32.9,682,0.4195,45476.0,25350.0,42308.0,26944.0,357,72,117,174,293,68301.0,68902.0,,,,,,,76250.0,87188.0,,,,,,,1287,1952.0,465,35,396,413,197,108,361,33,0,35472.0,17896.0,46443.0,68585.0,98689.0,207392.0,317346.0,1375,0,138,0,0,2548,81,0,25,96,252,301,116,8,134,93,50,29,4,34,8,69,101,2255,518,25,67,41,2017,182,54,36,25,1138,286,31,206,66,33,37,79,47,135,166,104,103,20,2171,121,780,0,110,0,0,0,0,75,320,636,187,69,0,998,239,448,682,245,651,152,817,454,447,173,59,98,583,24,87,284,0,0,34,150,77,12,10,279,269,0,101,284,580,142,979,651,1134,644,477,456,75,138,2861,45,Sprague
38825,3873,1033,3061,197,1915,5309,1684,44.0,33.9,9093,0.4398,39076.0,25869.0,37603.0,27188.0,4457,657,589,1832,3179,66657.0,68736.0,32255.0,,99219.0,40194.0,44746.0,48750.0,79915.0,83548.0,35225.0,,99844.0,,,40714.0,17981,1973.0,4984,1448,6187,5845,2015,463,4193,306,141,37309.0,17289.0,40770.0,66574.0,99967.0,208185.0,350739.0,17462,406,1264,167,216,31010,2905,366,319,1012,3072,4249,1022,227,1786,1118,605,650,206,692,227,905,1473,15393,18942,1017,1789,1684,25084,2773,647,3664,394,19203,1344,916,2569,326,936,110,458,417,1319,1744,1662,1974,703,29032,5469,7608,0,220,64,40,115,334,2933,5516,6497,2237,464,1958,16447,2115,12999,5251,1576,7276,1440,7326,5218,7309,4055,336,1625,7075,620,1560,5101,633,73,1195,2879,2016,562,188,1975,2272,168,934,3430,8445,2230,13580,7458,18549,6865,5953,4955,645,2442,33171,1125,Groton
11622,367,591,335,36,102,285,142,40.2,34.8,2953,0.4128,40929.0,28333.0,44939.0,29583.0,1565,127,193,590,1036,64365.0,64921.0,,,,,88641.0,,70833.0,70534.0,,,61667.0,,143798.0,,5274,1969.0,2270,222,1643,1768,785,480,1327,56,0,33327.0,17957.0,38680.0,63959.0,93966.0,179956.0,290209.0,5658,34,443,8,10,10588,33,51,42,451,980,1472,521,113,312,433,217,88,9,64,113,156,561,7398,3883,12,187,142,8483,739,331,180,0,4462,1244,360,888,89,396,145,199,141,410,564,800,541,154,8553,665,3336,0,350,0,15,0,13,541,1665,2127,643,285,161,4502,908,1756,2645,1452,2488,951,2657,2259,1572,595,69,537,2776,129,473,637,0,0,55,578,282,141,234,1583,828,13,349,1492,2284,596,4181,2496,4718,2510,1898,1978,136,532,11261,359,Griswold
